Timestamp,Current Position,Firm Name,Commercial or Federal Practice,Title Position,Country,Base Salary (USD),Estimated Annual Bonus (USD),Expected total compensation,Average hours per week of work,Received offer from other company this year
10/18/2021 10:06:16,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,160000,8000,168000,40-49,No
10/5/2021 16:26:36,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,160000,8000,168000,40-49,No
9/30/2021 0:07:15,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,140000,28000,168000,50-59,Yes
10/5/2021 22:23:48,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,140000,28000,168000,40-49,No
9/30/2021 9:26:45,Yes,Accenture,Commercial/non-federal Practice,Senior Manager,United States of America,150000,18000,168000,40-49,No
9/29/2021 17:20:35,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,33750,168750,50-59,No
10/1/2021 9:38:43,Yes,Accenture,Not Applicable or Don't Know,Manager,United States of America,159000,10000,169000,40-49,No
10/1/2021 19:21:41,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,145000,24000,169000,50-59,No
9/29/2021 15:11:02,Yes,Deloitte,Federal/government Practice,Manager,United States of America,150600,18500,169100,40-49,No
9/29/2021 12:00:00,Yes,PwC,Not Applicable or Don't Know,Manager,United States of America,161000,8400,169400,40-49,No
10/5/2021 23:13:29,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,90000,170000,40-49,Yes
9/30/2021 14:57:09,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,135000,35000,170000,<40,Yes
9/30/2021 1:36:20,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,140000,30000,170000,60-69,No
9/30/2021 8:44:11,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,140000,30000,170000,40-49,No
9/29/2021 12:43:44,Yes,RSM,Not Applicable or Don't Know,Manager,United States of America,155000,15000,170000,40-49,No
9/29/2021 10:58:01,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,158000,12000,170000,50-59,No
9/29/2021 11:35:25,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,45000,170000,40-49,No
9/30/2021 9:52:51,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,30000,170000,50-59,No
9/30/2021 5:17:54,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,25000,170000,40-49,Yes
10/2/2021 9:08:10,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,20000,170000,50-59,No
9/29/2021 11:50:29,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,15000,170000,50-59,No
9/29/2021 12:01:08,Yes,Deloitte,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,155000,15000,170000,<40,Yes
9/29/2021 18:34:57,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,15000,170000,50-59,Yes
9/29/2021 11:51:36,No,,,,United States of America,150000,20000,170000,40-49,No
9/29/2021 11:54:50,Yes,Roland Berger,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,80,170080,50-59,No
9/30/2021 22:35:32,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,155000,15500,170500,50-59,No
9/30/2021 17:50:04,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,142100,28420,170520,60-69,No
10/1/2021 13:32:55,Yes,Other or Boutique,Federal/government Practice,Manager,United States of America,81000,90000,171000,40-49,No
10/13/2021 22:51:41,Yes,Deloitte,Federal/government Practice,Manager,United States of America,156000,15000,171000,40-49,No
9/29/2021 17:18:09,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,161000,10000,171000,<40,No
10/6/2021 7:56:12,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,161000,10000,171000,40-49,No
9/30/2021 2:26:49,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,152000,20000,172000,60-69,No
9/30/2021 20:14:46,Yes,Other or Boutique,Not Applicable or Don't Know,"Managing Director, Principal, Partner, or C-suite",United States of America,165000,7000,172000,40-49,No
9/29/2021 22:33:59,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,154000,18000,172000,60-69,No
9/29/2021 17:53:49,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,17000,172000,<40,No
10/1/2021 9:31:01,Yes,EY,Not Applicable or Don't Know,Manager,United States of America,164900,7250,172150,60-69,Yes
9/29/2021 21:46:59,Yes,PwC,Commercial/non-federal Practice,Senior Manager,United States of America,156000,16600,172600,<40,No
10/1/2021 10:54:17,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,145000,28000,173000,60-69,Yes
9/29/2021 13:40:37,Yes,Deloitte,Federal/government Practice,Manager,United States of America,143000,30000,173000,50-59,No
10/1/2021 11:41:08,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,160000,13000,173000,<40,No
9/30/2021 18:52:48,Yes,Accenture,Federal/government Practice,Manager,United States of America,167000,6000,173000,40-49,No
9/30/2021 20:40:38,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,165000,8000,173000,50-59,No
9/29/2021 16:22:07,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,23000,173000,40-49,No
9/29/2021 19:04:53,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,155000,18000,173000,40-49,No
9/30/2021 9:41:19,No,,,,United States of America,170000,3000,173000,<40,Yes
10/6/2021 13:01:47,Yes,KPMG,Commercial/non-federal Practice,Senior Manager,United States of America,160200,13000,173200,50-59,No
9/30/2021 23:06:33,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,155000,18500,173500,40-49,Yes
9/30/2021 7:24:42,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,139000,35000,174000,40-49,Yes
9/29/2021 12:11:10,Yes,PwC,Not Applicable or Don't Know,Manager,United States of America,150000,24000,174000,40-49,No
9/30/2021 8:25:29,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,157500,16500,174000,40-49,No
10/1/2021 19:55:41,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,75000,100000,175000,50-59,Yes
10/2/2021 1:03:27,Yes,Other or Boutique,Not Applicable or Don't Know,Analyst,United States of America,140000,35000,175000,50-59,No
10/1/2021 8:47:32,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,150000,25000,175000,40-49,No
10/1/2021 13:36:31,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,150000,25000,175000,40-49,No
9/29/2021 17:21:27,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,155000,20000,175000,40-49,No
9/29/2021 16:11:13,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,160000,15000,175000,50-59,No
10/5/2021 21:49:22,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,155000,20000,175000,<40,No
9/29/2021 16:17:21,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,30000,175000,40-49,Yes
9/29/2021 18:16:35,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,25000,175000,40-49,No
9/29/2021 12:04:58,Yes,Grant Thornton,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,20000,175000,40-49,No
9/29/2021 14:55:18,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,10000,175000,50-59,No
10/5/2021 16:21:09,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,10000,175000,40-49,No
10/5/2021 9:08:51,Yes,Protiviti,Commercial/non-federal Practice,Senior Manager,United States of America,147000,28000,175000,60-69,No
9/29/2021 17:51:37,Yes,Accenture,Federal/government Practice,Senior Manager,United States of America,160000,15000,175000,40-49,No
9/29/2021 15:30:35,Yes,Deloitte,Commercial/non-federal Practice,Senior Manager,United States of America,161000,14000,175000,40-49,Yes
10/1/2021 9:14:01,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,152000,24000,176000,40-49,No
9/29/2021 10:42:42,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,156000,20000,176000,50-59,No
9/29/2021 13:14:40,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,156000,20000,176000,50-59,No
9/29/2021 11:10:05,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,160000,16000,176000,40-49,No
9/30/2021 2:38:57,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,160000,16000,176000,50-59,Yes
10/1/2021 9:46:03,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,176000,0,176000,40-49,No
9/29/2021 13:23:14,Yes,McKinsey,Commercial/non-federal Practice,Manager,United States of America,176000,75,176075,60-69,No
9/30/2021 23:13:30,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,137000,40000,177000,60-69,No
9/30/2021 15:42:29,Yes,West Monroe,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,147000,30000,177000,40-49,No
9/29/2021 21:13:53,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,27000,177000,60-69,No
10/5/2021 16:41:36,Yes,KPMG,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,165000,12000,177000,50-59,No
9/29/2021 16:09:30,Yes,EY,Commercial/non-federal Practice,Senior Manager,United States of America,167000,10000,177000,40-49,No
9/29/2021 19:52:59,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,89000,89000,178000,40-49,No
9/30/2021 6:43:19,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,158000,20000,178000,40-49,No
9/29/2021 15:49:29,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,163000,15000,178000,50-59,Yes
10/1/2021 0:45:28,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,128500,49500,178000,50-59,No
9/30/2021 19:31:47,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,138000,40000,178000,70-79,No
9/29/2021 14:03:52,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,148000,30000,178000,50-59,No
10/1/2021 18:50:24,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170500,8000,178500,50-59,No
9/29/2021 21:11:48,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,154000,25000,179000,40-49,No
9/30/2021 16:48:39,Yes,KPMG,Commercial/non-federal Practice,Consultant/Associate,United States of America,87250,92000,179250,40-49,No
9/30/2021 8:25:29,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,95000,180000,40-49,No
9/29/2021 11:57:00,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,130000,50000,180000,60-69,Yes
10/1/2021 19:30:12,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,150000,30000,180000,60-69,No
9/30/2021 15:54:42,Yes,Bain,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,15000,180000,50-59,No
9/30/2021 11:49:27,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,167500,12500,180000,80,No
10/13/2021 18:54:24,Yes,Independent Consultant,Commercial/non-federal Practice,Consultant/Associate,United States of America,175000,5000,180000,50-59,Yes
9/29/2021 20:15:24,Yes,Alvarez & Marsal,Commercial/non-federal Practice,Manager,United States of America,130000,50000,180000,50-59,No
9/30/2021 20:14:40,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,140000,40000,180000,50-59,Yes
9/29/2021 11:31:39,Yes,Deloitte,Federal/government Practice,Manager,United States of America,150000,30000,180000,50-59,Yes
10/9/2021 7:51:04,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,155000,25000,180000,40-49,No
9/30/2021 1:06:50,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,160000,20000,180000,50-59,No
9/30/2021 16:59:09,Yes,Deloitte,Federal/government Practice,Manager,United States of America,160000,20000,180000,40-49,No
9/29/2021 20:27:28,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,165000,15000,180000,40-49,No
10/1/2021 11:52:56,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,180000,0,180000,50-59,No
9/29/2021 10:36:00,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,30000,180000,40-49,No
9/29/2021 15:47:52,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,30000,180000,40-49,No
9/29/2021 20:41:50,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,30000,180000,40-49,Yes
10/6/2021 7:37:08,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,30000,180000,40-49,No
10/5/2021 11:14:27,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,25000,180000,60-69,No
10/5/2021 11:15:18,Yes,IBM,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,25000,180000,60-69,No
9/29/2021 23:44:14,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,10000,180000,50-59,Yes
9/30/2021 16:01:40,Yes,EY,Commercial/non-federal Practice,Senior Manager,United States of America,165000,15000,180000,50-59,Yes
9/29/2021 17:44:54,Yes,Capgemini,Commercial/non-federal Practice,Senior Manager,United States of America,170000,10000,180000,60-69,Yes
10/1/2021 9:54:25,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,151200,29500,180700,<40,No
9/30/2021 0:57:54,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,149000,32000,181000,60-69,Yes
10/7/2021 13:37:39,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,171000,10000,181000,40-49,No
10/5/2021 15:17:45,Yes,IBM,Commercial/non-federal Practice,Manager,United States of America,181000,0,181000,60-69,No
10/1/2021 7:50:39,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,36000,181000,60-69,Yes
9/29/2021 23:44:22,Yes,Deloitte,Commercial/non-federal Practice,Senior Manager,United States of America,165000,16000,181000,50-59,No
10/5/2021 20:20:11,Yes,Other or Boutique,Not Applicable or Don't Know,"Managing Director, Principal, Partner, or C-suite",United States of America,167300,14000,181300,40-49,No
9/30/2021 23:19:26,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,47000,182000,50-59,No
9/29/2021 13:45:37,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,166000,16600,182600,50-59,No
9/29/2021 12:17:31,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,127000,56000,183000,40-49,No
9/30/2021 8:47:44,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,18000,183000,40-49,No
9/29/2021 22:22:23,Yes,Deloitte,Federal/government Practice,Manager,United States of America,148750,35000,183750,40-49,No
10/1/2021 10:20:00,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,163200,20768,183968,60-69,No
9/29/2021 20:06:07,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,154000,30000,184000,<40,No
9/29/2021 11:48:01,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,88000,96000,184000,<40,Yes
10/2/2021 0:02:59,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,165000,19800,184800,50-59,No
9/29/2021 20:03:23,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,20000,185000,60-69,No
10/2/2021 0:19:04,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,20000,185000,60-69,No
10/19/2021 10:58:21,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,20000,185000,60-69,No
9/29/2021 19:01:10,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,170000,15000,185000,50-59,Yes
9/29/2021 12:52:19,Yes,KPMG,Federal/government Practice,Manager,United States of America,175000,10000,185000,50-59,No
9/29/2021 19:59:20,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,160000,25000,185000,40-49,No
9/29/2021 11:57:24,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,20000,185000,60-69,No
9/29/2021 12:29:40,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,20000,185000,40-49,No
10/5/2021 22:44:16,Yes,McKinsey,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,20000,185000,50-59,No
10/1/2021 10:23:45,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,185000,0,185000,50-59,No
10/1/2021 13:21:56,No,,,,United States of America,152000,33000,185000,50-59,No
10/5/2021 8:34:07,Yes,BCG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,185000,30,185030,70-79,No
9/30/2021 10:12:53,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,177500,8000,185500,50-59,No
9/29/2021 12:08:16,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,16000,186000,60-69,No
10/7/2021 15:51:27,Yes,KPMG,Commercial/non-federal Practice,Senior Manager,United States of America,167500,18500,186000,50-59,No
9/30/2021 15:26:01,Yes,Bain,Not Applicable or Don't Know,Consultant/Associate,United States of America,165000,22000,187000,50-59,No
9/30/2021 7:58:26,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,170000,17000,187000,50-59,Yes
10/14/2021 22:08:03,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,177000,10000,187000,60-69,Yes
9/30/2021 1:31:25,Yes,EY,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,170000,17000,187000,40-49,No
9/30/2021 15:15:20,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,187000,0,187000,<40,No
10/1/2021 7:25:01,Yes,PwC,Commercial/non-federal Practice,Senior Manager,United States of America,170000,17000,187000,40-49,No
9/30/2021 13:59:34,Yes,EY,Not Applicable or Don't Know,Analyst,United States of America,90000,97500,187500,40-49,No
10/1/2021 7:55:00,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,175000,12500,187500,60-69,No
9/29/2021 13:28:31,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,170000,18000,188000,40-49,No
9/30/2021 20:57:28,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,167000,21000,188000,50-59,No
10/1/2021 22:44:00,Yes,Booz Allen Hamilton,Not Applicable or Don't Know,Senior Manager,United States of America,158100,30000,188100,50-59,No
9/29/2021 12:10:30,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,168000,20500,188500,40-49,No
10/1/2021 21:12:03,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,90000,99000,189000,40-49,No
9/29/2021 20:55:32,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,156000,33000,189000,50-59,No
9/29/2021 22:49:20,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,159000,30000,189000,40-49,Yes
9/29/2021 12:43:30,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,165000,24000,189000,40-49,No
9/29/2021 13:36:57,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,170000,19000,189000,40-49,No
9/30/2021 21:00:26,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,170000,19000,189000,50-59,No
9/29/2021 21:53:49,Yes,West Monroe,Commercial/non-federal Practice,Manager,United States of America,179000,10000,189000,50-59,No
10/2/2021 9:03:25,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,169000,20000,189000,50-59,No
9/29/2021 23:11:12,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,153100,36000,189100,50-59,No
9/29/2021 21:49:13,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,177500,12000,189500,60-69,No
9/29/2021 21:49:16,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,177500,12000,189500,60-69,No
10/2/2021 12:26:57,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,171800,18000,189800,50-59,No
9/30/2021 7:31:47,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,25000,190000,Not applicable/not currently working,No
9/30/2021 7:30:22,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,170000,20000,190000,40-49,No
10/17/2021 12:20:31,Yes,EY Parthenon,Not Applicable or Don't Know,Consultant/Associate,United States of America,170000,20000,190000,50-59,No
9/29/2021 21:43:03,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,145000,45000,190000,50-59,Yes
10/1/2021 14:23:28,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,150000,40000,190000,40-49,No
9/30/2021 0:32:21,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,155000,35000,190000,40-49,No
9/29/2021 17:58:19,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,165000,25000,190000,60-69,No
9/29/2021 16:39:57,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,170000,20000,190000,50-59,No
9/29/2021 19:20:39,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,175000,15000,190000,<40,Yes
9/29/2021 20:14:03,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,175000,15000,190000,50-59,No
9/30/2021 18:34:21,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,175000,15000,190000,50-59,No
10/1/2021 8:56:14,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,180000,10000,190000,60-69,Yes
9/30/2021 17:55:33,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,165000,25000,190000,50-59,Yes
9/29/2021 12:11:01,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,175000,15000,190000,40-49,No
9/29/2021 21:09:43,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,20000,190000,50-59,No
9/29/2021 21:11:06,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,20000,190000,50-59,No
9/30/2021 7:33:13,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,170000,20000,190000,<40,No
10/1/2021 23:14:27,Yes,EY,Commercial/non-federal Practice,Senior Manager,United States of America,170000,20000,190000,40-49,Yes
9/29/2021 21:14:20,No,,,,United States of America,145000,45000,190000,<40,No
9/29/2021 15:18:49,No,,,,United States of America,150000,40000,190000,<40,No
9/29/2021 23:18:05,No,,,,United States of America,160000,30000,190000,<40,No
9/30/2021 23:51:45,Yes,Deloitte,Federal/government Practice,Manager,United States of America,134000,56600,190600,50-59,No
9/29/2021 11:45:31,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165700,25000,190700,50-59,No
9/29/2021 20:42:56,Yes,Accenture,Commercial/non-federal Practice,Senior Manager,United States of America,171000,20000,191000,40-49,No
9/29/2021 13:23:26,No,,,,United States of America,88000,103000,191000,40-49,Yes
9/30/2021 13:37:50,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,149000,42500,191500,50-59,No
9/30/2021 8:01:29,Yes,PwC,Not Applicable or Don't Know,Manager,United States of America,182000,10000,192000,50-59,No
9/29/2021 10:54:59,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,179550,12500,192050,40-49,No
9/30/2021 1:25:37,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,175000,17500,192500,40-49,No
9/29/2021 19:53:02,Yes,West Monroe,Commercial/non-federal Practice,Manager,United States of America,180000,12600,192600,60-69,No
9/29/2021 21:14:30,Yes,Kearney,Commercial/non-federal Practice,Consultant/Associate,United States of America,163000,30000,193000,50-59,No
9/30/2021 0:57:46,Yes,Kearney,Commercial/non-federal Practice,Consultant/Associate,United States of America,163000,30000,193000,60-69,No
9/29/2021 10:41:35,No,,,,United States of America,163000,30000,193000,<40,Yes
9/29/2021 11:55:42,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,183400,10000,193400,40-49,Yes
9/29/2021 11:48:34,Yes,Strategy&,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,176000,17600,193600,60-69,No
9/29/2021 20:33:40,Yes,McKinsey,Not Applicable or Don't Know,Consultant/Associate,United States of America,74000,120000,194000,50-59,No
9/29/2021 10:40:47,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,179000,15000,194000,50-59,No
9/29/2021 16:28:46,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140100,54000,194100,40-49,Yes
9/29/2021 10:56:30,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,164600,30000,194600,60-69,No
9/29/2021 13:29:24,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,165000,30000,195000,70-79,No
9/30/2021 14:10:37,Yes,BCG,Not Applicable or Don't Know,Consultant/Associate,United States of America,175000,20000,195000,50-59,No
10/1/2021 8:41:49,Yes,Deloitte,Federal/government Practice,Manager,United States of America,120000,75000,195000,40-49,No
10/5/2021 23:52:32,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,150000,45000,195000,60-69,No
9/30/2021 10:24:12,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,155000,40000,195000,40-49,Yes
10/19/2021 7:12:46,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,160000,35000,195000,40-49,No
10/1/2021 1:39:42,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,170000,25000,195000,50-59,Yes
9/29/2021 13:00:27,Yes,West Monroe,Commercial/non-federal Practice,Manager,United States of America,175000,20000,195000,50-59,No
10/14/2021 23:52:23,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,175000,20000,195000,40-49,No
10/14/2021 23:52:35,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,175000,20000,195000,40-49,No
10/14/2021 23:52:36,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,175000,20000,195000,40-49,No
9/29/2021 20:11:58,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,30000,195000,60-69,No
10/1/2021 10:11:25,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,165000,30000,195000,50-59,No
9/29/2021 12:48:45,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,170000,25000,195000,50-59,No
